Filename,IonIndex,X,Y,X_rot,Y_rot,Kink,Predicted,Zigzag,DefectType
image14_10.tif,21,1295.0,98.62847955119858,375.28384828563503,4.883465250553407,False,False,A,
image14_10.tif,22,1359.0,104.65794504609896,439.23966962426044,-1.5978441122238898,True,False,,
image14_10.tif,23,1428.0,101.93241287527096,508.2571976499658,0.640313798914057,True,False,,
image14_10.tif,24,1507.0,101.13275846416506,587.2608749461157,0.8820178804344525,True,False,,
image14_10.tif,25,1600.9999999999998,99.8494360740402,681.267594016895,1.5014417293043856,True,False,,
image14_2.tif,1,245.0,110.43503512818351,-678.8077501596782,-1.2210842679629723,True,False,,
image14_2.tif,2,339.0,110.67526486470508,-584.811649657985,-0.3318144540717842,True,False,,
image14_2.tif,3,415.00000000000006,109.36574862555818,-508.80441947489436,-1.1165390396924155,True,False,,
image14_2.tif,4,484.0,112.52084623533447,-439.8278494350837,2.514910597891106,False,False,B,
image14_2.tif,5,547.0,104.95963116465803,-376.77714298652666,-4.611125444882414,False,False,B,
image14_2.tif,6,602.0,115.87552595393802,-321.8538255213058,6.684269973835947,False,False,B,
image14_2.tif,7,650.0,101.26931848695116,-273.7541176433763,-7.590161665514916,False,False,B,
image14_2.tif,8,698.0,116.3074407118652,-225.85909623138338,7.77902972493237,False,False,B,
image14_2.tif,9,744.0,100.85682864957889,-179.7535102810383,-7.353595865975788,False,False,B,
image14_2.tif,10,790.0,115.73699178459702,-133.85735052615055,7.843830714816566,False,False,B,
image14_2.tif,11,837.0,100.21055525544018,-86.75126486539857,-7.357712792861585,False,False,B,
image14_2.tif,12,879.0,115.83809611042074,-44.86017020921159,8.559454721506954,False,False,B,
image14_2.tif,13,924.0,99.78651716017072,0.24958910082255686,-7.181028174100083,False,False,B,
image14_2.tif,14,966.0,114.98879672599222,42.143620076746984,8.310888188496213,False,False,B,
image14_2.tif,15,1012.0,98.15720863279486,88.25874131111597,-8.202680513589739,False,False,B,
image14_2.tif,16,1055.0,114.41575445086688,131.1454552024371,8.352381664557228,False,False,B,
image14_2.tif,17,1104.0,98.54133469072728,180.25389592178797,-7.18332729368185,False,False,B,
image14_2.tif,18,1148.0,112.90373413587837,224.15367837771808,7.482538454513406,False,False,B,
image14_2.tif,19,1195.0,97.85757059926487,271.25644787708103,-7.238743509378252,False,False,B,
image14_2.tif,20,1245.0,111.42562715633166,321.1615720380702,6.6742267418663825,False,False,B,
image14_2.tif,21,1300.0,99.7528910353988,376.24085818530926,-4.618470281408949,False,False,B,
image14_2.tif,22,1364.0,105.90701582126832,440.1968399045287,1.977411328422983,True,False,,
image14_2.tif,23,1434.0,102.78923470693006,510.2166987192425,-0.6569634825086434,True,False,,
image14_2.tif,24,1512.0,102.52228224114609,588.2166825918,-0.38533966223080995,True,False,,
image14_2.tif,25,1606.0,101.12818720396302,682.224067685373,-1.1303556629787894,True,False,,
image14_3.tif,1,244.0000000000001,110.18972906224984,-677.7278791848198,1.309508397195816,True,False,,
image14_3.tif,2,338.0,109.90380346230948,-583.7282286966118,0.9255011792530256,True,False,,
image14_3.tif,3,414.0,109.93410102863528,-507.73037475306495,0.35356244316889135,True,False,,
image14_3.tif,4,483.99999999999994,107.40625702537815,-437.7141368945342,2.382461514696769,False,False,B,
image14_3.tif,5,546.0,113.5565728109103,-375.7595439604651,-4.209563867200224,False,False,B,
image14_3.tif,6,601.0,101.94795081527394,-320.67820765263247,7.006785591558867,False,False,B,
image14_3.tif,7,649.0,116.36754198894477,-272.78219319936824,-7.754529021594989,False,False,B,
image14_3.tif,8,698.0,100.4352838860056,-223.6698905306955,7.82810794521365,False,False,B,
image14_3.tif,9,744.0,116.0477474770064,-177.78232672835145,-8.111795055310845,False,False,B,
image14_3.tif,10,790.0,101.4134740329973,-131.67919843518663,6.194270819625335,False,False,B,
image14_3.tif,11,834.0,107.39811956907926,-87.72296765519741,-0.10380490307558142,True,False,,kink_defect
image14_3.tif,12,877.0,124.50321827323654,-44.84596547638093,-17.514924506269697,False,False,A,
image14_3.tif,13,920.0,84.33356128814525,-1.5607736957324452,22.34725700468595,False,False,A,
image14_3.tif,14,964.0,127.09092208238036,42.133382810541,-20.722600079981458,False,False,A,
image14_3.tif,15,1007.0,94.9515882878596,85.3613435408551,11.109462182053134,False,False,A,
image14_3.tif,16,1051.0,113.25137822934012,129.22980591693147,-7.503445185176841,False,False,A,
image14_3.tif,17,1100.0,98.87965865097485,178.33098683412186,6.518692889186434,False,False,A,
image14_3.tif,18,1145.0,112.13085665394092,223.23540446017375,-7.052877623430356,False,False,A,
image14_3.tif,19,1193.0,97.06247027216502,271.34157582589165,7.673036429105588,False,False,A,
image14_3.tif,20,1242.0,111.54752403488176,320.237098339506,-7.16086597819841,False,False,A,
image14_3.tif,21,1297.0,99.14367732526256,375.32410210860434,4.8506879986639815,False,False,A,
image14_3.tif,22,1361.0,105.22893151499524,439.2791079351668,-1.6905311750090277,True,False,,
image14_3.tif,23,1431.0,101.83368690067547,509.3015276430271,1.205746478690844,True,False,,
image14_3.tif,24,1509.0,101.89203521849984,587.2991308796944,0.5915039682551313,True,False,,
image14_3.tif,25,1604.0,100.27809322046345,682.3082205685268,1.5283525538937461,True,False,,
image14_4.tif,1,243.00000000000023,110.37734947352654,-678.1685370646151,-1.2350668646321337,True,False,,
image14_4.tif,2,336.0000000000001,110.26602542433106,-585.1701233388022,-0.6805963726610745,True,False,,
image14_4.tif,3,413.0000000000001,110.77330046663168,-508.17572817379425,0.3779125517856873,True,False,,
image14_4.tif,4,483.0000000000001,107.2665006018854,-438.15241665985985,-2.6276639176930034,False,False,A,
image14_4.tif,5,545.0000000000001,114.4559985670361,-376.2054754706761,5.005510932571886,False,False,A,
image14_4.tif,6,600.0000000000001,102.40101970659072,-321.1205827174321,-6.655411230335971,False,False,A,
image14_4.tif,7,647.0,116.27715122185684,-274.2211270799756,7.556840059984187,False,False,A,
image14_4.tif,8,695.0,101.13945913541431,-226.1139856430319,-7.23682968318092,False,False,A,
image14_4.tif,9,742.0,115.8999875062763,-179.220861447249,7.859795798889647,False,False,A,
image14_4.tif,10,788.0,100.16656315849217,-133.10940388035465,-7.543909040010203,False,False,A,
image14_4.tif,11,831.0,115.27768678967443,-90.21868710839566,7.874666516261866,False,False,A,
image14_4.tif,12,878.0,99.94673555979509,-43.11013649317171,-7.119416468229777,False,False,A,
image14_4.tif,13,920.0,115.7977456061711,-1.224690979028678,9.03186749225053,False,False,A,
image14_4.tif,14,965.0,98.54827105671178,43.897645694016745,-7.895007747934365,False,False,A,
image14_4.tif,15,1008.0,114.5254467716316,86.78216235544862,8.389597698338962,False,False,A,
image14_4.tif,16,1053.0,98.07818522226736,131.898755945185,-7.735085099525714,False,False,A,
